PMID	MHDA	DRUG	AE	PT	LlamaTiFirst	LlamaAbFirst	pAuth_modelA	pAuth_modelB	aAuth	Title	Abstract
29425799	2018/12/12	Vancomycin	Retinal Vein Occlusion	Case Reports_and_Journal Article	1	1	0	0	0	Vancomycin-Associated Hemorrhagic Occlusive Retinal Vasculitis: A Clinical-Pathophysiological Analysis.	PURPOSE: To derive novel insights into the pathophysiology of vancomycin-related hemorrhagic occlusive retinal vasculopathy (HORV) through a careful clinicopathologic correlation. METHODS: We retrospectively reviewed the clinical and pathologic course of 2 consecutive patients who developed HORV. The clinical history, multimodal imaging, ultrasound biomicroscopy (UBM), and intraoperative and histologic findings are reported. RESULTS: Both patients presented with decreased vision and eye pain within 1 week following otherwise uncomplicated cataract extraction and were diagnosed with HORV after endophthalmitis was ruled out. Both patients presented with significant ocular discomfort that progressively worsened, and both experienced a dismal visual outcome despite early aggressive medical and surgical therapy. One patient requested enucleation for a blind and painful eye. Upon histologic examination of this eye, the iris and ciliary body appeared to be infarcted with separation of the iris and ciliary epithelia from their adjacent stromal components. These findings were corroborated by UBM of the second patient. Histologic examination of the posterior segment demonstrated severe hemorrhagic necrosis of the neurosensory retina and an occlusive nonarteritic vasculopathy of the retina and choroid. The choroid was thickened by prominent nongranulomatous chronic inflammation accompanied by a glomeruloid proliferation of small vessels. The inflammatory infiltrate was almost exclusively confined to the choroid and consisted of predominantly T cells. There was conspicuous absence of inflammatory cells in the retina and no histologic evidence of leukocytoclastic vasculitis. CONCLUSIONS: HORV is a rare condition that can lead to profound vision loss. Significant ocular pain can be a presenting sign of HORV in cases with severe iris and ciliary body ischemia. Although it has been suggested that HORV is a form of leukocytoclastic retinal vasculitis, the histologic findings herein indicate that the pathophysiology is more complex. It is grounded in a necrotizing retinal vasculopathy in the absence of retinal vasculitis, chronic nongranulomatous choroiditis, and an unusual glomeruloid proliferation of endothelial cells in the choroid and elsewhere in the eye.
29610119	2019/6/5	Certolizumab Pegol	Vasculitis, Leukocytoclastic, Cutaneous	Case Reports_and_Journal Article	1	0	0	0	0	Biologic Agent-Associated Cutaneous Adverse Events: A Single Center Experience.	Biologic agents are regarded as an effective treatment for a variety of autoimmune diseases. These drugs have an acceptable safety and tolerability profile, although an increasing number of autoimmune conditions have been reported with their use. Additionally, a variety of cutaneous diseases have been associated with their use. Here we report our experience of adverse cutaneous events with the use of biologic agents. An alternative explanation for patients presenting with adverse cutaneous events including drug interactions must be carefully investigated.
28786826	2019/1/8	Quetiapine Fumarate	Jaundice	Case Reports_and_Letter	1	0	0	0	0	Liver Injury Associated With Quetiapine: An Illustrative Case Report.	
29780110	2018/12/12	Pemetrexed	Aortic Diseases	Case Reports_and_Journal Article	1	0	0	0	0	Bevacizumab-induced Aortic Arterial Thrombosis.	A 65-year-old man was diagnosed with advanced non-small, non-squamous lung cancer. He was treated with chemotherapy containing bevacizumab as well as cisplatin and pemetrexed. After 2 courses of treatment, computed tomography revealed that his abdominal aortic artery was almost occluded by a thrombus; however, he had no ischemic symptoms. Heparin infusion and warfarin reduced the size of the arterial thrombus and the patient was subsequently treated with chemotherapy without bevacizumab. No thrombotic events occurred during the subsequent treatment. We later noticed a small organized abdominal arterial clot and calcification on a computed tomography scan taken before bevacizumab treatment. Atherosclerotic changes should be evaluated before the administration of bevacizumab.
29780111	2018/12/18	Axitinib	Hyperkalemia	Case Reports_and_Journal Article	1	1	0	0	0	Life-threatening Hyperkalemia Associated with Axitinib Treatment in Patients with Recurrent Renal Carcinoma.	Axitinib has emerged as a promising antineoplastic agent for the treatment of advanced renal cell carcinoma. Although the administration of axitinib was well-tolerated in clinical trials, the real-world safety and tolerability remain unverified. We herein report a patient with metastatic renal cell carcinoma who suddenly developed life-threatening hyperkalemia following the initiation of axitinib treatment. Although hyperkalemia has been reported with an incidence of <10%, acute severe hyperkalemia may be a considerably critical adverse event of axitinib therapy, especially in patients with risk factors for hyperkalemia. An abundance of caution for unusual and unpredictable toxicities is warranted when using axitinib.
29417614	2019/5/16	Ferrosoferric Oxide	Hypophosphatemia	Clinical Trial, Phase III_and_Comparative Study_and_Journal Article_and_Multicenter Study_and_Randomized Controlled Trial_and_Research Support, Non-U.S. Gov't	0	0	0	0	0	Comparative safety of intravenous ferumoxytol versus ferric carboxymaltose in iron deficiency anemia: A randomized trial.	Few trials have examined rates of hypersensitivity reactions (HSRs) with intravenous iron formulations used to treat iron deficiency anemia (IDA). This randomized, multicenter, double-blind clinical trial compared the safety, and efficacy of ferumoxytol versus ferric carboxymaltose (FCM), focusing on rates of HSRs and hypotension as the primary end point. Patients with IDA of any etiology in whom oral iron was unsatisfactory or intolerable received ferumoxytol (n = 997) or FCM (n = 1000) intravenously over >/=15 minutes on days 1 and 8 or 9 for total respective doses of 1.02 g and 1.50 g. Composite incidences of moderate-to-severe HSRs, including anaphylaxis, or moderate-to-severe hypotension from baseline to week 5 (primary safety end point) were 0.6% and 0.7% in the ferumoxytol and FCM groups, respectively, with ferumoxytol noninferior to FCM. No anaphylaxis was reported in either group. The secondary safety end point of incidences of moderate-to-severe HSRs, including anaphylaxis, serious cardiovascular events, and death from baseline to week 5 were 1.3% and 2.0% in the ferumoxytol and FCM groups, respectively (noninferiority test P < .0001). Least-squares mean changes in hemoglobin at week 5 were 1.4 g/dL and 1.6 g/dL in the ferumoxytol and FCM groups, respectively (noninferiority test P < .0001). Incidence of hypophosphatemia was 0.4% for ferumoxytol and 38.7% for FCM.
30974097	2019/7/10	Niacin	Hot Flashes	Case Reports_and_Journal Article	1	0	0	0	0	Severe hot flashes and hospitalization after supposed niacin flushing in a woman undergoing pre-employment urine drug testing.	
31033491	2019/8/21	Methamphetamine　<ok>	Hamartoma	Case Reports_and_Journal Article	1	1	0	1	1	Acute Methamphetamine-Induced Hepatic and Pancreatic Ischemia.	Methamphetamine is a central nervous system stimulant that induces arousal, a positive mood, cardiac stimulation, and an acute improvement in cognitive domains. Its illicit exploitation is rapidly growing in North America. Typically, extended use of the drug induces organ damage via vasoconstriction and subsequent ischemia. This case specifically discusses hepatic and pancreatic pathology resulting from methamphetamine overdose alongside an unusual discovery of globally necrotic von Meyenburg complexes.
30122132	2019/3/15	Herpes Zoster Vaccine	Vasculitis, Leukocytoclastic, Cutaneous	Case Reports_and_Journal Article	1	1	1	1	2	A Unique Case Report on Hypersensitivity Vasculitis as an Allergic Reaction to the Herpes Zoster Vaccine.	Hypersensitivity vasculitis (HV) or leukocytoclastic vasculitis is a rare small-vessel vasculitis that may occur as a manifestation of the body's extreme allergic reaction to a drug, infection, or other foreign substance. Characterized by the presence of inflammatory neutrophils in vessel walls, HV results in inflammation and damage to blood vessels, primarily in the skin. Histologically, when neutrophils undergo leukocytoclasia and release nuclear debris into the vasculature, vascular damage manifests as palpable purpura. The incidence of HV is unknown and its relationship and interaction with certain vaccinations is rare and poorly understood. Affected patients with HV generally have a good prognosis; however, fatality may occur if organs such as the central nervous system, heart, lungs, or kidneys are involved. We report a unique case of a 60-year-old man who presented with a serious case of HV after receiving the herpes zoster vaccine. A thorough literature review yielded only one similar case of vascular reaction to the varicella vaccine that was reported in the Annals of Internal Medicine in 1997; however, no other reported cases with regard to the herpes zoster vaccine have been found. Our case presents a rare glimpse into HV that may result from varicella vaccine administration.
29917334	2018/12/14	Vortioxetine	Hyperhidrosis	Case Reports_and_Letter	1	0	0	0	0	Diaphoresis: A Presentation of Serotonin Syndrome From Vortioxetine.	
